run_id,model_name,config,workload,duration,throughput,mj_per_token,gpu_avg_power,source_file
8,Qwen3-14B,TP2,bs128_out500,72.01,6540.67,119.61,782.33,qwen3_14b_tp2_bs128_out500_20260701_202636.json
9,Qwen3-14B,TP2,bs128_out500,71.73,6562.48,119.1,781.59,qwen3_14b_tp2_bs128_out500_20260702_010322.json
10,Qwen3-14B,TP2,bs128_out500,71.68,6558.09,119.56,784.09,qwen3_14b_tp2_bs128_out500_20260702_053806.json
1,Qwen3-14B,DP2,bs256_out2000,192.7,6671.04,131.29,875.83,qwen3_14b_dp2_bs256_out2000_20260630_115647.json
2,Qwen3-14B,DP2,bs256_out2000,193.01,6660.15,130.88,871.68,qwen3_14b_dp2_bs256_out2000_20260630_163141.json
3,Qwen3-14B,DP2,bs256_out2000,192.75,6669.29,131.04,873.92,qwen3_14b_dp2_bs256_out2000_20260630_210623.json
4,Qwen3-14B,DP2,bs256_out2000,193.05,6658.82,131.01,872.38,qwen3_14b_dp2_bs256_out2000_20260701_014104.json
5,Qwen3-14B,DP2,bs256_out2000,193.03,6659.74,130.87,871.57,qwen3_14b_dp2_bs256_out2000_20260701_061554.json
6,Qwen3-14B,DP2,bs256_out2000,192.98,6661.21,130.84,871.53,qwen3_14b_dp2_bs256_out2000_20260701_104912.json
7,Qwen3-14B,DP2,bs256_out2000,192.76,6668.83,130.97,873.39,qwen3_14b_dp2_bs256_out2000_20260701_152418.json
8,Qwen3-14B,DP2,bs256_out2000,193.0,6660.49,130.91,871.91,qwen3_14b_dp2_bs256_out2000_20260701_195923.json
9,Qwen3-14B,DP2,bs256_out2000,193.05,6658.73,130.96,872.03,qwen3_14b_dp2_bs256_out2000_20260702_003539.json
10,Qwen3-14B,DP2,bs256_out2000,192.65,6672.68,131.01,874.2,qwen3_14b_dp2_bs256_out2000_20260702_051038.json
1,Qwen3-14B,PP2,bs256_out2000,329.07,3994.08,152.44,608.87,qwen3_14b_pp2_bs256_out2000_20260630_120744.json
2,Qwen3-14B,PP2,bs256_out2000,323.21,3946.39,153.67,606.44,qwen3_14b_pp2_bs256_out2000_20260630_164225.json
3,Qwen3-14B,PP2,bs256_out2000,329.8,3986.63,152.77,609.04,qwen3_14b_pp2_bs256_out2000_20260630_211713.json
4,Qwen3-14B,PP2,bs256_out2000,319.32,3938.89,153.34,603.99,qwen3_14b_pp2_bs256_out2000_20260701_015145.json
5,Qwen3-14B,PP2,bs256_out2000,323.96,3981.84,152.96,609.05,qwen3_14b_pp2_bs256_out2000_20260701_062638.json
6,Qwen3-14B,PP2,bs256_out2000,327.78,4001.75,152.45,610.06,qwen3_14b_pp2_bs256_out2000_20260701_110000.json
7,Qwen3-14B,PP2,bs256_out2000,325.74,3934.18,154.0,605.87,qwen3_14b_pp2_bs256_out2000_20260701_153504.json
8,Qwen3-14B,PP2,bs256_out2000,327.38,3984.31,152.69,608.35,qwen3_14b_pp2_bs256_out2000_20260701_201011.json
9,Qwen3-14B,PP2,bs256_out2000,329.41,3998.34,152.77,610.83,qwen3_14b_pp2_bs256_out2000_20260702_004631.json
10,Qwen3-14B,PP2,bs256_out2000,324.24,3961.22,153.6,608.44,qwen3_14b_pp2_bs256_out2000_20260702_052123.json
1,Qwen3-14B,Single GPU,bs256_out2000,375.91,3463.72,130.93,453.51,qwen3_14b_single_bs256_out2000_20260630_121944.json
2,Qwen3-14B,Single GPU,bs256_out2000,368.46,3476.54,129.15,449.01,qwen3_14b_single_bs256_out2000_20260630_165416.json
3,Qwen3-14B,Single GPU,bs256_out2000,397.08,3296.49,136.24,449.11,qwen3_14b_single_bs256_out2000_20260630_212935.json
4,Qwen3-14B,Single GPU,bs256_out2000,407.7,3250.44,138.33,449.62,qwen3_14b_single_bs256_out2000_20260701_020415.json
5,Qwen3-14B,Single GPU,bs256_out2000,379.54,3398.61,133.01,452.05,qwen3_14b_single_bs256_out2000_20260701_063842.json
6,Qwen3-14B,Single GPU,bs256_out2000,396.86,3293.34,135.45,446.07,qwen3_14b_single_bs256_out2000_20260701_111221.json
7,Qwen3-14B,Single GPU,bs256_out2000,368.66,3531.64,128.83,454.98,qwen3_14b_single_bs256_out2000_20260701_154655.json
8,Qwen3-14B,Single GPU,bs256_out2000,376.23,3421.68,131.93,451.41,qwen3_14b_single_bs256_out2000_20260701_202210.json
9,Qwen3-14B,Single GPU,bs256_out2000,401.32,3289.14,135.51,445.73,qwen3_14b_single_bs256_out2000_20260702_005856.json
10,Qwen3-14B,Single GPU,bs256_out2000,392.91,3340.0,134.14,448.04,qwen3_14b_single_bs256_out2000_20260702_053340.json
1,Qwen3-14B,TP2,bs256_out2000,202.38,6525.17,132.31,863.37,qwen3_14b_tp2_bs256_out2000_20260630_122847.json
2,Qwen3-14B,TP2,bs256_out2000,200.42,6504.99,131.67,856.52,qwen3_14b_tp2_bs256_out2000_20260630_170318.json
3,Qwen3-14B,TP2,bs256_out2000,200.22,6464.97,131.91,852.77,qwen3_14b_tp2_bs256_out2000_20260630_213836.json
4,Qwen3-14B,TP2,bs256_out2000,199.2,6477.28,132.41,857.69,qwen3_14b_tp2_bs256_out2000_20260701_021315.json
5,Qwen3-14B,TP2,bs256_out2000,200.12,6541.33,131.65,861.18,qwen3_14b_tp2_bs256_out2000_20260701_064743.json
6,Qwen3-14B,TP2,bs256_out2000,200.07,6581.15,130.45,858.5,qwen3_14b_tp2_bs256_out2000_20260701_112122.json
7,Qwen3-14B,TP2,bs256_out2000,201.28,6509.54,131.76,857.69,qwen3_14b_tp2_bs256_out2000_20260701_155557.json
8,Qwen3-14B,TP2,bs256_out2000,196.61,6487.71,131.75,854.74,qwen3_14b_tp2_bs256_out2000_20260701_203108.json
9,Qwen3-14B,TP2,bs256_out2000,199.11,6507.98,131.97,858.88,qwen3_14b_tp2_bs256_out2000_20260702_010756.json
10,Qwen3-14B,TP2,bs256_out2000,201.88,6533.87,131.61,859.9,qwen3_14b_tp2_bs256_out2000_20260702_054243.json
1,Qwen3-14B,DP2,bs256_out500,33.0,14329.16,78.15,1119.77,qwen3_14b_dp2_bs256_out500_20260630_115826.json
2,Qwen3-14B,DP2,bs256_out500,32.92,14363.99,77.84,1118.03,qwen3_14b_dp2_bs256_out500_20260630_163321.json
3,Qwen3-14B,DP2,bs256_out500,32.99,14332.33,77.99,1117.73,qwen3_14b_dp2_bs256_out500_20260630_210803.json
4,Qwen3-14B,DP2,bs256_out500,33.0,14327.87,78.37,1122.91,qwen3_14b_dp2_bs256_out500_20260701_014244.json
5,Qwen3-14B,DP2,bs256_out500,32.98,14334.79,77.74,1114.37,qwen3_14b_dp2_bs256_out500_20260701_061734.json
6,Qwen3-14B,DP2,bs256_out500,32.97,14342.18,77.91,1117.37,qwen3_14b_dp2_bs256_out500_20260701_105052.json
7,Qwen3-14B,DP2,bs256_out500,33.0,14329.89,77.95,1117.08,qwen3_14b_dp2_bs256_out500_20260701_152558.json
8,Qwen3-14B,DP2,bs256_out500,32.99,14334.37,77.39,1109.31,qwen3_14b_dp2_bs256_out500_20260701_200103.json
9,Qwen3-14B,DP2,bs256_out500,32.97,14339.7,78.43,1124.59,qwen3_14b_dp2_bs256_out500_20260702_003721.json
10,Qwen3-14B,DP2,bs256_out500,32.99,14332.46,78.05,1118.68,qwen3_14b_dp2_bs256_out500_20260702_051218.json
1,Qwen3-14B,PP2,bs256_out500,66.42,7148.22,95.39,681.89,qwen3_14b_pp2_bs256_out500_20260630_120945.json
2,Qwen3-14B,PP2,bs256_out500,66.16,7100.82,98.6,700.12,qwen3_14b_pp2_bs256_out500_20260630_164425.json
3,Qwen3-14B,PP2,bs256_out500,66.48,7200.74,97.38,701.23,qwen3_14b_pp2_bs256_out500_20260630_211914.json
4,Qwen3-14B,PP2,bs256_out500,66.46,7127.19,97.62,695.72,qwen3_14b_pp2_bs256_out500_20260701_015345.json
5,Qwen3-14B,PP2,bs256_out500,66.14,7122.85,100.04,712.59,qwen3_14b_pp2_bs256_out500_20260701_062839.json
6,Qwen3-14B,PP2,bs256_out500,66.25,7112.33,98.07,697.47,qwen3_14b_pp2_bs256_out500_20260701_110201.json
7,Qwen3-14B,PP2,bs256_out500,66.24,7104.17,98.42,699.22,qwen3_14b_pp2_bs256_out500_20260701_153704.json
8,Qwen3-14B,PP2,bs256_out500,66.04,7088.86,97.89,693.94,qwen3_14b_pp2_bs256_out500_20260701_201209.json
9,Qwen3-14B,PP2,bs256_out500,66.25,7129.42,96.49,687.91,qwen3_14b_pp2_bs256_out500_20260702_004831.json
10,Qwen3-14B,PP2,bs256_out500,66.38,7179.63,97.9,702.88,qwen3_14b_pp2_bs256_out500_20260702_052324.json
1,Qwen3-14B,Single GPU,bs256_out500,65.62,7169.67,77.51,555.73,qwen3_14b_single_bs256_out500_20260630_122145.json
2,Qwen3-14B,Single GPU,bs256_out500,65.73,7187.71,77.29,555.54,qwen3_14b_single_bs256_out500_20260630_165617.json
3,Qwen3-14B,Single GPU,bs256_out500,65.66,7228.66,77.49,560.13,qwen3_14b_single_bs256_out500_20260630_213135.json
4,Qwen3-14B,Single GPU,bs256_out500,65.86,7203.66,77.6,559.04,qwen3_14b_single_bs256_out500_20260701_020616.json
5,Qwen3-14B,Single GPU,bs256_out500,65.83,7197.64,77.34,556.66,qwen3_14b_single_bs256_out500_20260701_064043.json
6,Qwen3-14B,Single GPU,bs256_out500,65.55,7181.98,77.23,554.67,qwen3_14b_single_bs256_out500_20260701_111422.json
7,Qwen3-14B,Single GPU,bs256_out500,65.93,7190.37,77.53,557.49,qwen3_14b_single_bs256_out500_20260701_154856.json
8,Qwen3-14B,Single GPU,bs256_out500,65.86,7228.02,77.76,562.03,qwen3_14b_single_bs256_out500_20260701_202411.json
9,Qwen3-14B,Single GPU,bs256_out500,65.87,7216.86,77.52,559.46,qwen3_14b_single_bs256_out500_20260702_010057.json
10,Qwen3-14B,Single GPU,bs256_out500,65.77,7234.47,77.67,561.9,qwen3_14b_single_bs256_out500_20260702_053541.json
1,Qwen3-14B,TP2,bs256_out500,45.21,10465.85,90.24,944.43,qwen3_14b_tp2_bs256_out500_20260630_123047.json
2,Qwen3-14B,TP2,bs256_out500,45.25,10464.73,90.21,944.03,qwen3_14b_tp2_bs256_out500_20260630_170519.json
3,Qwen3-14B,TP2,bs256_out500,45.22,10493.66,89.97,944.12,qwen3_14b_tp2_bs256_out500_20260630_214036.json
4,Qwen3-14B,TP2,bs256_out500,45.02,10473.01,89.51,937.4,qwen3_14b_tp2_bs256_out500_20260701_021515.json
5,Qwen3-14B,TP2,bs256_out500,44.71,10508.29,90.26,948.52,qwen3_14b_tp2_bs256_out500_20260701_064943.json
6,Qwen3-14B,TP2,bs256_out500,45.0,10586.47,89.7,949.59,qwen3_14b_tp2_bs256_out500_20260701_112323.json
7,Qwen3-14B,TP2,bs256_out500,45.12,10518.47,90.22,948.98,qwen3_14b_tp2_bs256_out500_20260701_155757.json
8,Qwen3-14B,TP2,bs256_out500,45.11,10472.86,90.45,947.26,qwen3_14b_tp2_bs256_out500_20260701_203309.json
9,Qwen3-14B,TP2,bs256_out500,44.98,10433.64,90.87,948.12,qwen3_14b_tp2_bs256_out500_20260702_010957.json
10,Qwen3-14B,TP2,bs256_out500,44.98,10448.3,90.56,946.23,qwen3_14b_tp2_bs256_out500_20260702_054442.json
1,Qwen3.5-27B,DP2,bs128_out500,395.52,795.2,804.21,639.5,qwen3.5_27b_dp2_bs128_out500_20260630_080321.json
2,Qwen3.5-27B,DP2,bs128_out500,389.26,808.0,797.25,644.18,qwen3.5_27b_dp2_bs128_out500_20260630_123846.json
3,Qwen3.5-27B,DP2,bs128_out500,391.29,803.8,799.42,642.57,qwen3.5_27b_dp2_bs128_out500_20260630_171317.json
4,Qwen3.5-27B,DP2,bs128_out500,391.47,803.42,800.92,643.48,qwen3.5_27b_dp2_bs128_out500_20260630_214836.json
5,Qwen3.5-27B,DP2,bs128_out500,391.17,804.04,798.97,642.4,qwen3.5_27b_dp2_bs128_out500_20260701_022315.json
6,Qwen3.5-27B,DP2,bs128_out500,392.24,801.85,799.14,640.79,qwen3.5_27b_dp2_bs128_out500_20260701_065744.json
7,Qwen3.5-27B,DP2,bs128_out500,391.61,803.15,798.43,641.25,qwen3.5_27b_dp2_bs128_out500_20260701_113123.json
8,Qwen3.5-27B,DP2,bs128_out500,392.65,801.02,800.13,640.92,qwen3.5_27b_dp2_bs128_out500_20260701_160557.json
9,Qwen3.5-27B,DP2,bs128_out500,390.44,805.54,799.05,643.67,qwen3.5_27b_dp2_bs128_out500_20260701_204107.json
10,Qwen3.5-27B,DP2,bs128_out500,391.74,802.88,799.94,642.26,qwen3.5_27b_dp2_bs128_out500_20260702_011755.json
1,Qwen3.5-27B,DP4,bs128_out500,203.25,1538.0,826.2,1270.69,qwen3.5_27b_dp4_bs128_out500_20260630_083519.json
2,Qwen3.5-27B,DP4,bs128_out500,198.97,1571.04,815.66,1281.44,qwen3.5_27b_dp4_bs128_out500_20260630_131035.json
3,Qwen3.5-27B,DP4,bs128_out500,199.02,1570.69,817.03,1283.3,qwen3.5_27b_dp4_bs128_out500_20260630_174505.json
4,Qwen3.5-27B,DP4,bs128_out500,198.78,1572.51,815.11,1281.78,qwen3.5_27b_dp4_bs128_out500_20260630_222020.json
5,Qwen3.5-27B,DP4,bs128_out500,201.42,1551.97,820.03,1272.66,qwen3.5_27b_dp4_bs128_out500_20260701_025502.json
6,Qwen3.5-27B,DP4,bs128_out500,201.09,1554.48,820.2,1274.99,qwen3.5_27b_dp4_bs128_out500_20260701_072933.json
7,Qwen3.5-27B,DP4,bs128_out500,199.34,1568.11,818.3,1283.18,qwen3.5_27b_dp4_bs128_out500_20260701_120308.json
8,Qwen3.5-27B,DP4,bs128_out500,200.58,1558.48,820.33,1278.47,qwen3.5_27b_dp4_bs128_out500_20260701_163742.json
9,Qwen3.5-27B,DP4,bs128_out500,200.7,1557.48,820.56,1278.01,qwen3.5_27b_dp4_bs128_out500_20260701_211257.json
10,Qwen3.5-27B,DP4,bs128_out500,200.79,1556.83,820.52,1277.41,qwen3.5_27b_dp4_bs128_out500_20260702_014939.json
1,Qwen3.5-27B,PP2,bs128_out500,268.71,1184.18,448.11,530.65,qwen3.5_27b_pp2_bs128_out500_20260630_085703.json
2,Qwen3.5-27B,PP2,bs128_out500,271.31,1169.72,451.54,528.18,qwen3.5_27b_pp2_bs128_out500_20260630_133236.json
3,Qwen3.5-27B,PP2,bs128_out500,267.46,1178.27,450.38,530.66,qwen3.5_27b_pp2_bs128_out500_20260630_180645.json
4,Qwen3.5-27B,PP2,bs128_out500,268.11,1185.55,447.56,530.61,qwen3.5_27b_pp2_bs128_out500_20260630_224209.json
5,Qwen3.5-27B,PP2,bs128_out500,268.21,1179.12,449.19,529.64,qwen3.5_27b_pp2_bs128_out500_20260701_031640.json
6,Qwen3.5-27B,PP2,bs128_out500,268.01,1178.19,450.18,530.39,qwen3.5_27b_pp2_bs128_out500_20260701_075115.json
7,Qwen3.5-27B,PP2,bs128_out500,266.39,1174.96,451.25,530.2,qwen3.5_27b_pp2_bs128_out500_20260701_122444.json
8,Qwen3.5-27B,PP2,bs128_out500,268.72,1184.18,448.22,530.77,qwen3.5_27b_pp2_bs128_out500_20260701_165921.json
9,Qwen3.5-27B,PP2,bs128_out500,267.44,1173.42,452.3,530.73,qwen3.5_27b_pp2_bs128_out500_20260701_213438.json
10,Qwen3.5-27B,PP2,bs128_out500,269.83,1193.72,445.45,531.74,qwen3.5_27b_pp2_bs128_out500_20260702_021121.json
1,Qwen3.5-27B,PP2 × DP2,bs128_out500,136.28,2321.47,456.66,1060.12,qwen3.5_27b_pp2_dp2_bs128_out500_20260630_091633.json
2,Qwen3.5-27B,PP2 × DP2,bs128_out500,134.46,2376.48,447.5,1063.48,qwen3.5_27b_pp2_dp2_bs128_out500_20260630_135210.json
3,Qwen3.5-27B,PP2 × DP2,bs128_out500,134.61,2365.62,448.72,1061.51,qwen3.5_27b_pp2_dp2_bs128_out500_20260630_182623.json
4,Qwen3.5-27B,PP2 × DP2,bs128_out500,135.98,2339.67,452.63,1059.01,qwen3.5_27b_pp2_dp2_bs128_out500_20260630_230146.json
5,Qwen3.5-27B,PP2 × DP2,bs128_out500,135.36,2350.71,450.91,1059.96,qwen3.5_27b_pp2_dp2_bs128_out500_20260701_033611.json
6,Qwen3.5-27B,PP2 × DP2,bs128_out500,136.12,2347.14,450.98,1058.52,qwen3.5_27b_pp2_dp2_bs128_out500_20260701_081042.json
7,Qwen3.5-27B,PP2 × DP2,bs128_out500,135.0,2376.96,446.4,1061.08,qwen3.5_27b_pp2_dp2_bs128_out500_20260701_124424.json
8,Qwen3.5-27B,PP2 × DP2,bs128_out500,134.81,2362.59,449.55,1062.1,qwen3.5_27b_pp2_dp2_bs128_out500_20260701_171854.json
9,Qwen3.5-27B,PP2 × DP2,bs128_out500,135.27,2368.79,448.04,1061.32,qwen3.5_27b_pp2_dp2_bs128_out500_20260701_215412.json
10,Qwen3.5-27B,PP2 × DP2,bs128_out500,134.95,2373.91,447.28,1061.8,qwen3.5_27b_pp2_dp2_bs128_out500_20260702_023051.json
1,Qwen3.5-27B,PP4,bs128_out500,271.05,1169.48,702.16,821.17,qwen3.5_27b_pp4_bs128_out500_20260630_093224.json
2,Qwen3.5-27B,PP4,bs128_out500,269.24,1165.4,704.28,820.77,qwen3.5_27b_pp4_bs128_out500_20260630_140753.json
3,Qwen3.5-27B,PP4,bs128_out500,269.34,1162.64,705.41,820.14,qwen3.5_27b_pp4_bs128_out500_20260630_184211.json
4,Qwen3.5-27B,PP4,bs128_out500,269.29,1172.77,697.92,818.5,qwen3.5_27b_pp4_bs128_out500_20260630_231732.json
5,Qwen3.5-27B,PP4,bs128_out500,271.14,1181.88,695.15,821.58,qwen3.5_27b_pp4_bs128_out500_20260701_035205.json
6,Qwen3.5-27B,PP4,bs128_out500,270.6,1171.44,702.61,823.06,qwen3.5_27b_pp4_bs128_out500_20260701_082626.json
7,Qwen3.5-27B,PP4,bs128_out500,270.51,1165.05,704.47,820.74,qwen3.5_27b_pp4_bs128_out500_20260701_130006.json
8,Qwen3.5-27B,PP4,bs128_out500,269.26,1170.48,701.16,820.7,qwen3.5_27b_pp4_bs128_out500_20260701_173444.json
9,Qwen3.5-27B,PP4,bs128_out500,270.4,1173.98,698.68,820.24,qwen3.5_27b_pp4_bs128_out500_20260701_221001.json
10,Qwen3.5-27B,PP4,bs128_out500,269.41,1172.22,700.86,821.56,qwen3.5_27b_pp4_bs128_out500_20260702_024633.json
1,Qwen3.5-27B,TP2,bs128_out500,196.9,1639.24,396.48,649.92,qwen3.5_27b_tp2_bs128_out500_20260630_105548.json
2,Qwen3.5-27B,TP2,bs128_out500,187.22,1692.11,388.59,657.54,qwen3.5_27b_tp2_bs128_out500_20260630_153131.json
3,Qwen3.5-27B,TP2,bs128_out500,196.43,1600.49,402.37,643.99,qwen3.5_27b_tp2_bs128_out500_20260630_200705.json
4,Qwen3.5-27B,TP2,bs128_out500,196.87,1617.42,398.1,643.89,qwen3.5_27b_tp2_bs128_out500_20260701_004157.json
5,Qwen3.5-27B,TP2,bs128_out500,195.35,1638.13,395.12,647.26,qwen3.5_27b_tp2_bs128_out500_20260701_051625.json
6,Qwen3.5-27B,TP2,bs128_out500,191.09,1660.53,395.14,656.15,qwen3.5_27b_tp2_bs128_out500_20260701_095008.json
7,Qwen3.5-27B,TP2,bs128_out500,197.64,1605.61,400.7,643.37,qwen3.5_27b_tp2_bs128_out500_20260701_142455.json
8,Qwen3.5-27B,TP2,bs128_out500,202.7,1573.27,403.44,634.71,qwen3.5_27b_tp2_bs128_out500_20260701_190002.json
9,Qwen3.5-27B,TP2,bs128_out500,198.27,1597.82,400.52,639.96,qwen3.5_27b_tp2_bs128_out500_20260701_233647.json
10,Qwen3.5-27B,TP2,bs128_out500,198.3,1593.48,400.85,638.75,qwen3.5_27b_tp2_bs128_out500_20260702_041120.json
1,Qwen3.5-27B,TP2 × DP2,bs128_out500,102.04,3123.99,408.51,1276.19,qwen3.5_27b_tp2_dp2_bs128_out500_20260630_111036.json
2,Qwen3.5-27B,TP2 × DP2,bs128_out500,102.53,3102.1,409.59,1270.58,qwen3.5_27b_tp2_dp2_bs128_out500_20260630_154712.json
3,Qwen3.5-27B,TP2 × DP2,bs128_out500,102.48,3067.2,418.07,1282.32,qwen3.5_27b_tp2_dp2_bs128_out500_20260630_202153.json
4,Qwen3.5-27B,TP2 × DP2,bs128_out500,100.82,3131.16,407.94,1277.31,qwen3.5_27b_tp2_dp2_bs128_out500_20260701_005646.json
5,Qwen3.5-27B,TP2 × DP2,bs128_out500,98.85,3213.06,400.84,1287.93,qwen3.5_27b_tp2_dp2_bs128_out500_20260701_053113.json
6,Qwen3.5-27B,TP2 × DP2,bs128_out500,100.87,3142.85,402.87,1266.16,qwen3.5_27b_tp2_dp2_bs128_out500_20260701_100500.json
7,Qwen3.5-27B,TP2 × DP2,bs128_out500,103.67,3084.8,409.89,1264.44,qwen3.5_27b_tp2_dp2_bs128_out500_20260701_143951.json
8,Qwen3.5-27B,TP2 × DP2,bs128_out500,103.14,3090.03,409.41,1265.1,qwen3.5_27b_tp2_dp2_bs128_out500_20260701_191446.json
9,Qwen3.5-27B,TP2 × DP2,bs128_out500,98.89,3203.66,401.5,1286.27,qwen3.5_27b_tp2_dp2_bs128_out500_20260701_235130.json
10,Qwen3.5-27B,TP2 × DP2,bs128_out500,101.28,3136.36,405.5,1271.78,qwen3.5_27b_tp2_dp2_bs128_out500_20260702_042609.json
1,Qwen3.5-27B,TP2 × PP2,bs128_out500,159.32,2014.48,519.94,1047.4,qwen3.5_27b_tp2_pp2_bs128_out500_20260630_112232.json
2,Qwen3.5-27B,TP2 × PP2,bs128_out500,157.51,2019.73,519.15,1048.55,qwen3.5_27b_tp2_pp2_bs128_out500_20260630_155857.json
3,Qwen3.5-27B,TP2 × PP2,bs128_out500,156.51,2012.21,519.25,1044.83,qwen3.5_27b_tp2_pp2_bs128_out500_20260630_203339.json
4,Qwen3.5-27B,TP2 × PP2,bs128_out500,157.59,2018.33,518.91,1047.34,qwen3.5_27b_tp2_pp2_bs128_out500_20260701_010828.json
5,Qwen3.5-27B,TP2 × PP2,bs128_out500,156.65,2002.69,521.92,1045.25,qwen3.5_27b_tp2_pp2_bs128_out500_20260701_054257.json
6,Qwen3.5-27B,TP2 × PP2,bs128_out500,156.84,2012.73,518.37,1043.33,qwen3.5_27b_tp2_pp2_bs128_out500_20260701_101640.json
7,Qwen3.5-27B,TP2 × PP2,bs128_out500,158.64,2039.65,513.65,1047.67,qwen3.5_27b_tp2_pp2_bs128_out500_20260701_145137.json
