run_id,model_name,config,workload,duration,throughput,mj_per_token,gpu_avg_power,source_file
9,Qwen3-14B,DP2,bs256_out500,32.41,14567.21,77.19,1124.5,qwen3_14b_dp2_bs256_out500_noeager_20260726_120257.json
10,Qwen3-14B,DP2,bs256_out500,32.38,14621.97,77.04,1126.41,qwen3_14b_dp2_bs256_out500_noeager_20260726_143809.json
1,Qwen3-14B,PP2,bs256_out500,64.76,7281.19,94.89,690.91,qwen3_14b_pp2_bs256_out500_noeager_20260725_152602.json
2,Qwen3-14B,PP2,bs256_out500,64.7,7305.1,94.74,692.06,qwen3_14b_pp2_bs256_out500_noeager_20260725_180414.json
3,Qwen3-14B,PP2,bs256_out500,64.75,7315.82,93.62,684.9,qwen3_14b_pp2_bs256_out500_noeager_20260725_204112.json
4,Qwen3-14B,PP2,bs256_out500,64.77,7333.07,93.79,687.8,qwen3_14b_pp2_bs256_out500_noeager_20260725_231650.json
5,Qwen3-14B,PP2,bs256_out500,65.08,7332.35,93.76,687.52,qwen3_14b_pp2_bs256_out500_noeager_20260726_015218.json
6,Qwen3-14B,PP2,bs256_out500,64.88,7292.62,94.6,689.85,qwen3_14b_pp2_bs256_out500_noeager_20260726_042740.json
7,Qwen3-14B,PP2,bs256_out500,64.95,7326.04,94.6,693.07,qwen3_14b_pp2_bs256_out500_noeager_20260726_070324.json
8,Qwen3-14B,PP2,bs256_out500,65.05,7321.38,94.28,690.23,qwen3_14b_pp2_bs256_out500_noeager_20260726_093912.json
9,Qwen3-14B,PP2,bs256_out500,64.82,7336.57,91.92,674.41,qwen3_14b_pp2_bs256_out500_noeager_20260726_121506.json
10,Qwen3-14B,PP2,bs256_out500,64.93,7274.85,94.66,688.65,qwen3_14b_pp2_bs256_out500_noeager_20260726_145017.json
1,Qwen3-14B,Single GPU,bs256_out500,64.52,7328.03,76.79,562.7,qwen3_14b_single_bs256_out500_noeager_20260725_153952.json
2,Qwen3-14B,Single GPU,bs256_out500,64.42,7337.14,76.61,562.13,qwen3_14b_single_bs256_out500_noeager_20260725_181759.json
3,Qwen3-14B,Single GPU,bs256_out500,64.4,7333.16,76.73,562.69,qwen3_14b_single_bs256_out500_noeager_20260725_205502.json
4,Qwen3-14B,Single GPU,bs256_out500,64.31,7305.98,77.09,563.21,qwen3_14b_single_bs256_out500_noeager_20260725_233020.json
5,Qwen3-14B,Single GPU,bs256_out500,64.42,7297.35,76.78,560.31,qwen3_14b_single_bs256_out500_noeager_20260726_020544.json
6,Qwen3-14B,Single GPU,bs256_out500,64.48,7312.59,77.4,566.02,qwen3_14b_single_bs256_out500_noeager_20260726_044118.json
7,Qwen3-14B,Single GPU,bs256_out500,64.35,7293.12,76.9,560.82,qwen3_14b_single_bs256_out500_noeager_20260726_071709.json
8,Qwen3-14B,Single GPU,bs256_out500,64.43,7287.69,77.23,562.82,qwen3_14b_single_bs256_out500_noeager_20260726_095301.json
9,Qwen3-14B,Single GPU,bs256_out500,64.37,7302.36,77.44,565.5,qwen3_14b_single_bs256_out500_noeager_20260726_122840.json
10,Qwen3-14B,Single GPU,bs256_out500,64.49,7354.13,76.52,562.75,qwen3_14b_single_bs256_out500_noeager_20260726_150357.json
1,Qwen3-14B,TP2,bs256_out500,42.04,11323.34,85.86,972.25,qwen3_14b_tp2_bs256_out500_noeager_20260725_154904.json
2,Qwen3-14B,TP2,bs256_out500,41.93,11236.11,86.23,968.86,qwen3_14b_tp2_bs256_out500_noeager_20260725_182714.json
3,Qwen3-14B,TP2,bs256_out500,41.84,11162.53,87.1,972.22,qwen3_14b_tp2_bs256_out500_noeager_20260725_210412.json
4,Qwen3-14B,TP2,bs256_out500,41.92,11232.31,86.01,966.11,qwen3_14b_tp2_bs256_out500_noeager_20260725_233930.json
5,Qwen3-14B,TP2,bs256_out500,42.11,11286.86,86.1,971.75,qwen3_14b_tp2_bs256_out500_noeager_20260726_021456.json
6,Qwen3-14B,TP2,bs256_out500,41.77,11177.57,86.46,966.45,qwen3_14b_tp2_bs256_out500_noeager_20260726_045028.json
7,Qwen3-14B,TP2,bs256_out500,42.01,11257.01,86.57,974.57,qwen3_14b_tp2_bs256_out500_noeager_20260726_072621.json
8,Qwen3-14B,TP2,bs256_out500,41.96,11255.9,86.06,968.64,qwen3_14b_tp2_bs256_out500_noeager_20260726_100210.json
9,Qwen3-14B,TP2,bs256_out500,41.94,11247.05,85.88,965.91,qwen3_14b_tp2_bs256_out500_noeager_20260726_123749.json
10,Qwen3-14B,TP2,bs256_out500,41.94,11256.31,85.68,964.42,qwen3_14b_tp2_bs256_out500_noeager_20260726_151308.json
1,Qwen3.5-27B,PP2,bs128_out500,261.89,1214.68,428.55,520.55,qwen3.5_27b_pp2_bs128_out500_noeager_20260725_155554.json
2,Qwen3.5-27B,PP2,bs128_out500,260.97,1215.5,429.33,521.85,qwen3.5_27b_pp2_bs128_out500_noeager_20260725_183308.json
3,Qwen3.5-27B,PP2,bs128_out500,259.97,1205.95,431.23,520.04,qwen3.5_27b_pp2_bs128_out500_noeager_20260725_211005.json
4,Qwen3.5-27B,PP2,bs128_out500,260.98,1218.76,427.8,521.39,qwen3.5_27b_pp2_bs128_out500_noeager_20260725_234524.json
5,Qwen3.5-27B,PP2,bs128_out500,259.44,1206.65,430.52,519.49,qwen3.5_27b_pp2_bs128_out500_noeager_20260726_022049.json
6,Qwen3.5-27B,PP2,bs128_out500,260.59,1222.54,425.23,519.86,qwen3.5_27b_pp2_bs128_out500_noeager_20260726_045622.json
7,Qwen3.5-27B,PP2,bs128_out500,261.99,1228.48,424.71,521.75,qwen3.5_27b_pp2_bs128_out500_noeager_20260726_073217.json
8,Qwen3.5-27B,PP2,bs128_out500,259.65,1211.81,428.88,519.72,qwen3.5_27b_pp2_bs128_out500_noeager_20260726_100803.json
9,Qwen3.5-27B,PP2,bs128_out500,259.64,1211.8,430.0,521.07,qwen3.5_27b_pp2_bs128_out500_noeager_20260726_124342.json
10,Qwen3.5-27B,PP2,bs128_out500,261.08,1224.25,426.01,521.54,qwen3.5_27b_pp2_bs128_out500_noeager_20260726_151902.json
1,Qwen3.5-27B,PP2 × DP2,bs128_out500,130.28,2418.66,428.75,1037.0,qwen3.5_27b_pp2_dp2_bs128_out500_noeager_20260725_161526.json
2,Qwen3.5-27B,PP2 × DP2,bs128_out500,131.17,2446.09,425.23,1040.14,qwen3.5_27b_pp2_dp2_bs128_out500_noeager_20260725_185254.json
3,Qwen3.5-27B,PP2 × DP2,bs128_out500,131.51,2463.05,422.52,1040.7,qwen3.5_27b_pp2_dp2_bs128_out500_noeager_20260725_212942.json
4,Qwen3.5-27B,PP2 × DP2,bs128_out500,131.49,2409.55,430.37,1036.99,qwen3.5_27b_pp2_dp2_bs128_out500_noeager_20260726_000505.json
5,Qwen3.5-27B,PP2 × DP2,bs128_out500,130.39,2416.41,429.47,1037.77,qwen3.5_27b_pp2_dp2_bs128_out500_noeager_20260726_024018.json
6,Qwen3.5-27B,PP2 × DP2,bs128_out500,130.48,2438.86,425.94,1038.8,qwen3.5_27b_pp2_dp2_bs128_out500_noeager_20260726_051557.json
7,Qwen3.5-27B,PP2 × DP2,bs128_out500,131.38,2430.4,426.05,1035.47,qwen3.5_27b_pp2_dp2_bs128_out500_noeager_20260726_075155.json
8,Qwen3.5-27B,PP2 × DP2,bs128_out500,130.74,2424.17,427.96,1037.45,qwen3.5_27b_pp2_dp2_bs128_out500_noeager_20260726_102742.json
9,Qwen3.5-27B,PP2 × DP2,bs128_out500,131.24,2450.3,423.68,1038.14,qwen3.5_27b_pp2_dp2_bs128_out500_noeager_20260726_130309.json
10,Qwen3.5-27B,PP2 × DP2,bs128_out500,130.39,2412.34,428.47,1033.62,qwen3.5_27b_pp2_dp2_bs128_out500_noeager_20260726_153842.json
1,Qwen3.5-27B,PP4,bs128_out500,261.54,1200.3,659.94,792.13,qwen3.5_27b_pp4_bs128_out500_noeager_20260725_163151.json
2,Qwen3.5-27B,PP4,bs128_out500,262.31,1211.33,653.5,791.6,qwen3.5_27b_pp4_bs128_out500_noeager_20260725_190956.json
3,Qwen3.5-27B,PP4,bs128_out500,260.63,1200.54,657.68,789.57,qwen3.5_27b_pp4_bs128_out500_noeager_20260725_214531.json
4,Qwen3.5-27B,PP4,bs128_out500,260.84,1199.31,657.97,789.11,qwen3.5_27b_pp4_bs128_out500_noeager_20260726_002056.json
5,Qwen3.5-27B,PP4,bs128_out500,261.34,1191.48,664.4,791.62,qwen3.5_27b_pp4_bs128_out500_noeager_20260726_025611.json
6,Qwen3.5-27B,PP4,bs128_out500,263.7,1221.15,646.72,789.74,qwen3.5_27b_pp4_bs128_out500_noeager_20260726_053156.json
7,Qwen3.5-27B,PP4,bs128_out500,262.14,1200.87,658.22,790.44,qwen3.5_27b_pp4_bs128_out500_noeager_20260726_080747.json
8,Qwen3.5-27B,PP4,bs128_out500,262.26,1213.71,652.15,791.52,qwen3.5_27b_pp4_bs128_out500_noeager_20260726_104334.json
9,Qwen3.5-27B,PP4,bs128_out500,260.36,1201.37,657.64,790.07,qwen3.5_27b_pp4_bs128_out500_noeager_20260726_131903.json
10,Qwen3.5-27B,PP4,bs128_out500,261.64,1200.45,655.45,786.83,qwen3.5_27b_pp4_bs128_out500_noeager_20260726_155433.json
1,Qwen3.5-27B,TP2,bs128_out500,143.5,2180.24,345.71,753.74,qwen3.5_27b_tp2_bs128_out500_noeager_20260725_165559.json
2,Qwen3.5-27B,TP2,bs128_out500,144.2,2196.74,345.59,759.18,qwen3.5_27b_tp2_bs128_out500_noeager_20260725_193334.json
3,Qwen3.5-27B,TP2,bs128_out500,144.86,2198.41,346.04,760.74,qwen3.5_27b_tp2_bs128_out500_noeager_20260725_220919.json
4,Qwen3.5-27B,TP2,bs128_out500,144.45,2188.89,347.16,759.88,qwen3.5_27b_tp2_bs128_out500_noeager_20260726_004446.json
5,Qwen3.5-27B,TP2,bs128_out500,143.94,2194.48,345.74,758.72,qwen3.5_27b_tp2_bs128_out500_noeager_20260726_032007.json
6,Qwen3.5-27B,TP2,bs128_out500,144.07,2186.32,345.37,755.08,qwen3.5_27b_tp2_bs128_out500_noeager_20260726_055547.json
7,Qwen3.5-27B,TP2,bs128_out500,144.22,2183.02,345.92,755.16,qwen3.5_27b_tp2_bs128_out500_noeager_20260726_083131.json
8,Qwen3.5-27B,TP2,bs128_out500,144.21,2200.84,344.78,758.81,qwen3.5_27b_tp2_bs128_out500_noeager_20260726_110726.json
9,Qwen3.5-27B,TP2,bs128_out500,143.78,2180.45,347.34,757.36,qwen3.5_27b_tp2_bs128_out500_noeager_20260726_134243.json
10,Qwen3.5-27B,TP2,bs128_out500,144.49,2204.45,344.32,759.03,qwen3.5_27b_tp2_bs128_out500_noeager_20260726_161831.json
1,Qwen3.5-27B,TP2 × DP2,bs128_out500,72.24,4387.89,344.17,1510.19,qwen3.5_27b_tp2_dp2_bs128_out500_noeager_20260725_170947.json
2,Qwen3.5-27B,TP2 × DP2,bs128_out500,72.32,4388.47,343.75,1508.52,qwen3.5_27b_tp2_dp2_bs128_out500_noeager_20260725_194723.json
3,Qwen3.5-27B,TP2 × DP2,bs128_out500,72.61,4416.45,342.07,1510.75,qwen3.5_27b_tp2_dp2_bs128_out500_noeager_20260725_222308.json
4,Qwen3.5-27B,TP2 × DP2,bs128_out500,72.57,4345.8,346.63,1506.38,qwen3.5_27b_tp2_dp2_bs128_out500_noeager_20260726_005833.json
5,Qwen3.5-27B,TP2 × DP2,bs128_out500,72.31,4375.34,344.01,1505.14,qwen3.5_27b_tp2_dp2_bs128_out500_noeager_20260726_033404.json
6,Qwen3.5-27B,TP2 × DP2,bs128_out500,72.76,4407.64,342.88,1511.27,qwen3.5_27b_tp2_dp2_bs128_out500_noeager_20260726_060938.json
7,Qwen3.5-27B,TP2 × DP2,bs128_out500,73.61,4387.52,344.81,1512.88,qwen3.5_27b_tp2_dp2_bs128_out500_noeager_20260726_084520.json
8,Qwen3.5-27B,TP2 × DP2,bs128_out500,72.3,4365.76,345.45,1508.17,qwen3.5_27b_tp2_dp2_bs128_out500_noeager_20260726_112122.json
9,Qwen3.5-27B,TP2 × DP2,bs128_out500,71.95,4380.83,342.68,1501.21,qwen3.5_27b_tp2_dp2_bs128_out500_noeager_20260726_135631.json
10,Qwen3.5-27B,TP2 × DP2,bs128_out500,71.68,4342.97,345.53,1500.63,qwen3.5_27b_tp2_dp2_bs128_out500_noeager_20260726_163224.json
1,Qwen3.5-27B,TP2 × PP2,bs128_out500,146.34,2197.99,473.77,1041.34,qwen3.5_27b_tp2_pp2_bs128_out500_noeager_20260725_172155.json
2,Qwen3.5-27B,TP2 × PP2,bs128_out500,145.73,2212.0,472.88,1046.02,qwen3.5_27b_tp2_pp2_bs128_out500_noeager_20260725_195902.json
3,Qwen3.5-27B,TP2 × PP2,bs128_out500,144.19,2187.95,474.86,1038.97,qwen3.5_27b_tp2_pp2_bs128_out500_noeager_20260725_223445.json
4,Qwen3.5-27B,TP2 × PP2,bs128_out500,145.39,2205.24,472.54,1042.07,qwen3.5_27b_tp2_pp2_bs128_out500_noeager_20260726_011013.json
5,Qwen3.5-27B,TP2 × PP2,bs128_out500,144.39,2173.77,479.05,1041.34,qwen3.5_27b_tp2_pp2_bs128_out500_noeager_20260726_034542.json
6,Qwen3.5-27B,TP2 × PP2,bs128_out500,144.6,2190.8,475.06,1040.76,qwen3.5_27b_tp2_pp2_bs128_out500_noeager_20260726_062115.json
7,Qwen3.5-27B,TP2 × PP2,bs128_out500,144.01,2182.5,474.97,1036.62,qwen3.5_27b_tp2_pp2_bs128_out500_noeager_20260726_085658.json
8,Qwen3.5-27B,TP2 × PP2,bs128_out500,144.29,2183.05,477.65,1042.75,qwen3.5_27b_tp2_pp2_bs128_out500_noeager_20260726_113300.json
9,Qwen3.5-27B,TP2 × PP2,bs128_out500,144.48,2190.44,473.36,1036.87,qwen3.5_27b_tp2_pp2_bs128_out500_noeager_20260726_140813.json
10,Qwen3.5-27B,TP2 × PP2,bs128_out500,144.16,2179.05,476.39,1038.08,qwen3.5_27b_tp2_pp2_bs128_out500_noeager_20260726_164402.json
1,Qwen3.5-27B,TP4,bs128_out500,84.43,3793.17,400.17,1517.92,qwen3.5_27b_tp4_bs128_out500_noeager_20260725_173524.json
2,Qwen3.5-27B,TP4,bs128_out500,83.91,3796.58,399.48,1516.68,qwen3.5_27b_tp4_bs128_out500_noeager_20260725_201221.json
3,Qwen3.5-27B,TP4,bs128_out500,83.64,3774.15,401.99,1517.18,qwen3.5_27b_tp4_bs128_out500_noeager_20260725_224808.json
4,Qwen3.5-27B,TP4,bs128_out500,83.64,3768.87,403.14,1519.37,qwen3.5_27b_tp4_bs128_out500_noeager_20260726_012332.json
5,Qwen3.5-27B,TP4,bs128_out500,83.2,3759.39,401.82,1510.6,qwen3.5_27b_tp4_bs128_out500_noeager_20260726_035857.json
6,Qwen3.5-27B,TP4,bs128_out500,83.39,3760.41,401.91,1511.33,qwen3.5_27b_tp4_bs128_out500_noeager_20260726_063431.json
